Id,WnvPresent
1,0.27663325029783936
2,0.2532524100590474
3,0.2923374485838776
4,0.2617208637497876
5,0.2617208637497876
6,0.2617208637497876
7,0.2617208637497876
8,0.2617208637497876
9,0.24731946774839883
10,0.23304848240931264
11,0.2742388083291263
12,0.23798423996759607
13,0.23798423996759607
14,0.23798423996759607
15,0.23798423996759607
16,0.23798423996759607
17,0.27663325029783936
18,0.2532524100590474
19,0.2923374485838776
20,0.2617208637497876
21,0.2617208637497876
22,0.2617208637497876
23,0.2617208637497876
24,0.2617208637497876
25,0.21278246695524972
26,0.1898621427546546
27,0.23005724433223737
28,0.19807206204863825
29,0.19807206204863825
30,0.19807206204863825
31,0.19807206204863825
32,0.19807206204863825
33,0.21278246695524972
34,0.1898621427546546
35,0.23005724433223737
36,0.19807206204863825
37,0.19807206204863825
38,0.19807206204863825
39,0.19807206204863825
40,0.19807206204863825
41,0.21278246695524972
42,0.1898621427546546
43,0.23005724433223737
44,0.19807206204863825
45,0.19807206204863825
46,0.19807206204863825
47,0.19807206204863825
48,0.19807206204863825
49,0.21278246695524972
50,0.1898621427546546
51,0.23005724433223737
52,0.19807206204863825
53,0.19807206204863825
54,0.19807206204863825
55,0.19807206204863825
56,0.19807206204863825
57,0.21278246695524972
58,0.1898621427546546
59,0.23005724433223737
60,0.19807206204863825
61,0.19807206204863825
62,0.19807206204863825
63,0.19807206204863825
64,0.19807206204863825
65,0.21278246695524972
66,0.1898621427546546
67,0.23005724433223737
68,0.19807206204863825
69,0.19807206204863825
70,0.19807206204863825
71,0.19807206204863825
72,0.19807206204863825
73,0.21278246695524972
74,0.1898621427546546
75,0.23005724433223737
76,0.19807206204863825
77,0.19807206204863825
78,0.19807206204863825
79,0.19807206204863825
80,0.19807206204863825
81,0.21278246695524972
82,0.1898621427546546
83,0.23005724433223737
84,0.19807206204863825
85,0.19807206204863825
86,0.19807206204863825
87,0.19807206204863825
88,0.19807206204863825
89,0.21278246695524972
90,0.1898621427546546
91,0.23005724433223737
92,0.19807206204863825
93,0.19807206204863825
94,0.19807206204863825
95,0.19807206204863825
96,0.19807206204863825
97,0.21278246695524972
98,0.1898621427546546
99,0.23005724433223737
100,0.19807206204863825
101,0.19807206204863825
102,0.19807206204863825
103,0.19807206204863825
104,0.19807206204863825
105,0.21278246695524972
106,0.1898621427546546
107,0.23005724433223737
108,0.19807206204863825
109,0.19807206204863825
110,0.19807206204863825
111,0.19807206204863825
112,0.19807206204863825
113,0.270987276108109
114,0.2505232322370044
115,0.2923374485838776
116,0.2589916859277446
117,0.2589916859277446
118,0.2589916859277446
119,0.2589916859277446
120,0.2589916859277446
121,0.22333577869689883
122,0.19968600119322907
123,0.23988110277081184
124,0.20789592048721275
125,0.20789592048721275
126,0.20789592048721275
127,0.20789592048721275
128,0.20789592048721275
129,0.22840030394879687
130,0.2054799797482017
131,0.24994446740371548
132,0.2136898990421853
133,0.2136898990421853
