Id,WnvPresent
1,0.0034687771190760846
2,0.0002733475662224897
3,0.002475851538090852
4,0.0002397619054192095
5,0.0002397619054192095
6,0.0002397619054192095
7,0.0002397619054192095
8,0.0002397619054192095
9,1.68578476575494e-05
10,3.966486671858108e-06
11,9.945460723630001e-05
12,3.6201218328817688e-06
13,3.6201218328817688e-06
14,3.6201218328817688e-06
15,3.6201218328817688e-06
16,3.6201218328817688e-06
17,4.550359882218874e-05
18,6.877659538965666e-06
19,6.987706248407418e-05
20,6.917883223134185e-06
21,6.917883223134185e-06
22,6.917883223134185e-06
23,6.917883223134185e-06
24,6.917883223134185e-06
25,0.0006398264683914771
26,0.00023420374017039489
27,0.0010096605556838675
28,8.856314170287811e-05
29,8.856314170287811e-05
30,8.856314170287811e-05
31,8.856314170287811e-05
32,8.856314170287811e-05
33,0.00019288524263872853
34,9.386008912018344e-05
35,0.00030139774610551614
36,2.6476768320104657e-05
37,2.6476768320104657e-05
38,2.6476768320104657e-05
39,2.6476768320104657e-05
40,2.6476768320104657e-05
41,0.0005344160326949988
42,0.00026009835708165776
43,0.0010166207495643518
44,7.337928244400104e-05
45,7.337928244400104e-05
46,7.337928244400104e-05
47,7.337928244400104e-05
48,7.337928244400104e-05
49,0.000197057248421847
50,9.589043862983194e-05
51,0.00030791609710793626
52,2.7049544194504873e-05
53,2.7049544194504873e-05
54,2.7049544194504873e-05
55,2.7049544194504873e-05
56,2.7049544194504873e-05
57,0.0003311058893945532
58,0.00010504475996238357
59,0.0005775613382238406
60,4.4879333954739e-05
61,4.4879333954739e-05
62,4.4879333954739e-05
63,4.4879333954739e-05
64,4.4879333954739e-05
65,0.00014351606350412793
66,4.261369259829023e-05
67,0.0001719811907011333
68,1.6112265341284776e-05
69,1.6112265341284776e-05
70,1.6112265341284776e-05
71,1.6112265341284776e-05
72,1.6112265341284776e-05
73,0.014202673962950564
74,0.0031440734242006306
75,0.06596614610279458
76,0.0017486623174588674
77,0.0017486623174588674
78,0.0017486623174588674
